filename,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_var,chroma_cq_mean,chroma_cq_var,chroma_cens_mean,chroma_cens_var,melspectrogram_mean,melspectrogram_var,mfcc_mean,mfcc_var,mfcc_delta_mean,mfcc_delta_var,rmse_mean,rmse_var,cent_mean,cent_var,spec_bw_mean,spec_bw_var,contrast_mean,contrast_var,rolloff_mean,rolloff_var,poly_mean,poly_var,tonnetz_mean,tonnetz_var,zcr_mean,zcr_var,harm_mean,harm_var,perc_mean,perc_var,frame_mean,frame_var,mfcc0_mean,mfcc0_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var
record.wav,112.34714673913044,280,70.0,0.478476,0.11107309,0.57954735,0.09164573,0.26803663,0.011489699,0.021869333,0.13635476,-31.760332,21813.945,0.005950501,35.27598,0.018716525,0.0014125567,1889.3420938073602,2153702.4386739195,1717.0213590125768,1230060.0914947782,13.910329526040714,116.48026598991706,3640.096507352941,3640.096507352941,0.09525441554370716,0.09525441554370716,-0.011957428463202236,0.004303554942167769,0.13149126838235295,0.01103711559056594,7.861959e-09,3.0452722e-05,-5.607393e-05,0.0016774563,1.6393287981859412,0.701369081730349,-654.87476,14548.309,48.073524,5514.137,2.9833906,1713.3342,13.690139,1000.86456,4.628594,347.59924,-6.750871,462.24368,-4.0174446,341.3577,-3.7369883,170.39514,-4.593755,168.74614,-3.9544244,80.75971,-2.5832365,55.390198,-0.56856185,30.693628,-1.6125672,50.357944,-3.6019318,60.67079,-1.8894591,76.82954,-4.0684667,46.23243,-4.134901,53.040028,-0.94235307,35.10554,-3.5297122,54.781437,-3.7228518,53.24201
